Texts,Text_Level,MLS,MLT,MLC,C.S,VP.T,C.T,DC.C,DC.T,T.S,CT.T,CP.T,CP.C,CN.T,CN.C
SS1774_9.txt,9,18.4902,19.2449,10.25,1.8039,2.6122,1.8776,0.4239,0.7959,0.9608,0.5306,0.5306,0.2826,1.7347,0.9239
SS1775_12.txt,12,20.95,20.439,9.5227,2.2,2.8293,2.1463,0.4432,0.9512,1.025,0.6098,0.5122,0.2386,1.6829,0.7841
SS1776_3.txt,3,9.325,9.325,6.5439,1.425,1.7,1.425,0.2982,0.425,1,0.35,0.075,0.0526,1.025,0.7193
SS1777_5.txt,5,13.1091,13.1091,8.2874,1.5818,2,1.5818,0.3448,0.5455,1,0.4364,0.2545,0.1609,1.6545,1.046
SS1778_7.txt,7,16.0577,15.1818,8.9785,1.7885,2.2,1.6909,0.3656,0.6182,1.0577,0.4727,0.2364,0.1398,1.9636,1.1613
SS1779_9.txt,9,18.102,17.0577,9.6413,1.8776,2.25,1.7692,0.337,0.5962,1.0612,0.5,0.2692,0.1522,2.1923,1.2391
SS1780_12.txt,12,21.1667,18.5854,9.525,2.2222,2.4634,1.9512,0.35,0.6829,1.1389,0.5122,0.2195,0.1125,2.6098,1.3375
SS1781_3.txt,3,8.5714,8.6957,6.25,1.3714,1.6087,1.3913,0.2083,0.2899,0.9857,0.2319,0.058,0.0417,0.971,0.6979
SS1782_5.txt,5,12.2034,12,6.9231,1.7627,1.9667,1.7333,0.3462,0.6,1.0169,0.4833,0.0833,0.0481,1.4333,0.8269
SS1783_7.txt,7,15.614,15.0847,7.6724,2.0351,2.1864,1.9661,0.4397,0.8644,1.0351,0.5763,0.2034,0.1034,1.8814,0.9569
SS1784_9.txt,9,18.7115,18.0185,8.4609,2.2115,2.3889,2.1296,0.487,1.037,1.0385,0.6296,0.2778,0.1304,2.2778,1.0696
SS1785_12.txt,12,21.4615,20.925,9,2.3846,2.625,2.325,0.4731,1.1,1.0256,0.675,0.25,0.1075,2.725,1.172
SS1786_3.txt,3,8.375,8.8491,7.6885,1.0893,1.4906,1.1509,0.1311,0.1509,0.9464,0.1509,0.1132,0.0984,0.7736,0.6721
SS1787_5.txt,5,10.697,10.697,9.0513,1.1818,1.4091,1.1818,0.141,0.1667,1,0.1667,0.2879,0.2436,1.0758,0.9103
SS1788_7.txt,7,13.9206,14.1452,10.0805,1.381,1.7419,1.4032,0.2299,0.3226,0.9841,0.2903,0.4194,0.2989,1.6935,1.2069
SS1789_9.txt,9,17.1053,16.8103,10.8333,1.5789,1.9483,1.5517,0.3,0.4655,1.0175,0.3621,0.5345,0.3444,2.1552,1.3889
SS1790_12.txt,12,23.5588,21.6486,11.5252,2.0441,2.527,1.8784,0.4173,0.7838,1.0882,0.5405,0.7027,0.3741,2.8108,1.4964
SS1791_3.txt,3,8.7143,8.8727,6.8732,1.2679,1.5273,1.2909,0.2254,0.2909,0.9821,0.2545,0.1818,0.1408,0.8727,0.6761
SS1792_5.txt,5,11.7447,11.7447,7.6667,1.5319,1.9149,1.5319,0.3333,0.5106,1,0.4043,0.2766,0.1806,1.5106,0.9861
SS1793_7.txt,7,14.825,15.2051,10.0508,1.475,2.2051,1.5128,0.3051,0.4615,0.975,0.4359,0.2821,0.1864,2,1.322
SS1794_9.txt,9,17.9677,18.5667,11.8511,1.5161,2.4667,1.5667,0.2553,0.4,0.9677,0.4,0.3,0.1915,2.5667,1.6383
SS1795_12.txt,12,21.9565,21.9565,12.9487,1.6957,2.8696,1.6957,0.3077,0.5217,1,0.4783,0.4348,0.2564,3.3478,1.9744
SS1796_3.txt,3,9.5111,9.7273,6.0282,1.5778,1.9773,1.6136,0.2676,0.4318,0.9778,0.3409,0.0682,0.0423,0.9091,0.5634
SS1797_5.txt,5,12.9057,13.1538,6.9796,1.8491,2.3077,1.8846,0.3571,0.6731,0.9811,0.4423,0.1346,0.0714,1.6154,0.8571
SS1798_7.txt,7,16.8148,16.5091,8.3303,2.0185,2.3818,1.9818,0.3761,0.7455,1.0185,0.4909,0.3455,0.1743,2.3455,1.1835
SS1799_9.txt,9,20.2444,18.5918,8.9314,2.2667,2.5714,2.0816,0.402,0.8367,1.0889,0.551,0.3469,0.1667,2.6735,1.2843
SS1800_12.txt,12,25.3235,23.2703,9.3587,2.7059,3.0541,2.4865,0.4348,1.0811,1.0882,0.6486,0.4865,0.1957,3.2973,1.3261
SS1801_3.txt,3,8.7966,8.65,6.8289,1.2881,1.4167,1.2667,0.1579,0.2,1.0169,0.1833,0.0833,0.0658,0.9333,0.7368
SS1802_5.txt,5,11.9677,11.9677,8.5287,1.4032,1.7258,1.4032,0.2529,0.3548,1,0.3387,0.0806,0.0575,1.5161,1.0805
SS1803_7.txt,7,15.3281,15.3281,10.2188,1.5,1.9531,1.5,0.3021,0.4531,1,0.3438,0.2188,0.1458,2.125,1.4167
SS1804_9.txt,9,18.2679,17.339,11.2418,1.625,2,1.5424,0.3516,0.5424,1.0536,0.4068,0.2203,0.1429,2.3898,1.5495
SS1805_12.txt,12,30.4667,29.4839,13.6418,2.2333,3.0968,2.1613,0.4925,1.0645,1.0333,0.5806,0.4839,0.2239,4.3226,2
SS1806_3.txt,3,8.8113,8.8113,6.4861,1.3585,1.4717,1.3585,0.2083,0.283,1,0.283,0.1509,0.1111,1.0755,0.7917
SS1807_5.txt,5,11.6333,11.8305,7.3474,1.5833,1.8814,1.6102,0.3474,0.5593,0.9833,0.4407,0.2712,0.1684,1.4407,0.8947
SS1808_7.txt,7,14.4355,14.6721,8.287,1.7419,2.0328,1.7705,0.3796,0.6721,0.9839,0.4754,0.3279,0.1852,2,1.1296
SS1809_9.txt,9,16.9474,17.25,9.028,1.8772,2.2143,1.9107,0.4206,0.8036,0.9825,0.5357,0.4464,0.2336,2.5536,1.3364
SS1810_3.txt,12,24.45,23.6613,10.554,2.3167,2.8065,2.2419,0.4317,0.9677,1.0333,0.6452,0.7097,0.3165,3.2903,1.4676
SS1811_3.txt,3,8.6275,8.8,6.9841,1.2353,1.54,1.26,0.2063,0.26,0.9804,0.22,0.06,0.0476,0.92,0.7302
SS1812_5.txt,5,12,11.7857,8.25,1.4545,1.8393,1.4286,0.2875,0.4107,1.0182,0.375,0.1429,0.1,1.3393,0.9375
SS1813_7.txt,7,15,15.2586,8.9394,1.678,2.1724,1.7069,0.3838,0.6552,0.9831,0.5345,0.2931,0.1717,1.8621,1.0909
SS1814_9.txt,9,18.0536,17.1356,9.7212,1.8571,2.339,1.7627,0.4038,0.7119,1.0536,0.5085,0.339,0.1923,2.2034,1.25
SS1815_12.txt,12,21.6765,20.4722,10.0272,2.1618,2.8056,2.0417,0.4626,0.9444,1.0588,0.6111,0.4583,0.2245,2.5417,1.2449
SS1816_3.txt,3,8.6275,8.8,7.0968,1.2157,1.4,1.24,0.1774,0.22,0.9804,0.18,0.14,0.1129,1.18,0.9516
SS1817_5.txt,5,11.2407,11.0364,8.0933,1.3889,1.6182,1.3636,0.2667,0.3636,1.0185,0.2909,0.2364,0.1733,1.4909,1.0933
SS1818_7.txt,7,14.2045,13.8889,8.9286,1.5909,1.8222,1.5556,0.3286,0.5111,1.0227,0.3556,0.2889,0.1857,2,1.2857
SS1819_9.txt,9,17.225,16.8049,9.8429,1.75,2.0488,1.7073,0.3429,0.5854,1.025,0.439,0.439,0.2571,2.2927,1.3429
SS1820_12.txt,12,23.8621,21.625,10.8125,2.2069,2.4062,2,0.4062,0.8125,1.1034,0.5625,0.5938,0.2969,2.9688,1.4844
SS1821_3.txt,3,9.1273,9.2963,7.0704,1.2909,1.5741,1.3148,0.1972,0.2593,0.9818,0.2222,0.0741,0.0563,0.9444,0.7183
SS1822_5.txt,5,12.6607,12.6607,8.9747,1.4107,1.875,1.4107,0.2532,0.3571,1,0.3214,0.1964,0.1392,1.4464,1.0253
SS1823_7.txt,7,16.98,15.7222,11.473,1.48,1.963,1.3704,0.2838,0.3889,1.08,0.2963,0.2593,0.1892,1.963,1.4324
SS1824_9.txt,9,20.4286,18.2553,12.4348,1.6429,2.1489,1.4681,0.3043,0.4468,1.119,0.4043,0.3191,0.2174,2.3404,1.5942
SS1825_12.txt,12,24.7941,20.561,12.7727,1.9412,2.3659,1.6098,0.3485,0.561,1.2059,0.439,0.3659,0.2273,2.6585,1.6515
SS1826_3.txt,3,9.1852,9.1852,7.1884,1.2778,1.5185,1.2778,0.2029,0.2593,1,0.2407,0.1667,0.1304,1.037,0.8116
SS1827_5.txt,5,13.551,13.0196,8.5128,1.5918,1.9216,1.5294,0.3205,0.4902,1.0408,0.3529,0.2549,0.1667,1.4706,0.9615
SS1828_7.txt,7,17.2115,16.5741,10.407,1.6538,2.2222,1.5926,0.3256,0.5185,1.0385,0.4444,0.4074,0.2558,2.0185,1.2674
SS1829_9.txt,9,19.8462,18.7636,10.5306,1.8846,2.5455,1.7818,0.3878,0.6909,1.0577,0.5455,0.4909,0.2755,2.3818,1.3367
SS1830_12.txt,12,27,24.1579,12.4898,2.1618,2.8816,1.9342,0.415,0.8026,1.1176,0.5789,0.5658,0.2925,3.0921,1.5986
SS1831_3.txt,3,9.2549,9.2549,7.0448,1.3137,1.4314,1.3137,0.209,0.2745,1,0.2745,0.2157,0.1642,1.1961,0.9104
SS1832_5.txt,5,11.8438,11.3134,8.6136,1.375,1.5672,1.3134,0.2159,0.2836,1.0469,0.2687,0.2985,0.2273,1.5075,1.1477
SS1833_7.txt,7,14.8939,14.6716,9.0183,1.6515,1.9254,1.6269,0.2936,0.4776,1.0152,0.3881,0.4776,0.2936,2.0896,1.2844
SS1834_9.txt,9,19,18.3091,9.5,2,2.2909,1.9273,0.3774,0.7273,1.0377,0.5273,0.5455,0.283,2.6182,1.3585
SS1835_12.txt,12,26.1935,23.2,10.2785,2.5484,2.8571,2.2571,0.3797,0.8571,1.129,0.6,0.6857,0.3038,3.2571,1.443
SS1836_3.txt,3,8.2549,8.5918,7.1356,1.1569,1.449,1.2041,0.1356,0.1633,0.9608,0.1429,0.0408,0.0339,0.898,0.7458
SS1837_5.txt,5,10.871,10.5312,7.4066,1.4677,1.6875,1.4219,0.2088,0.2969,1.0323,0.2812,0.2031,0.1429,1.2344,0.8681
SS1838_7.txt,7,13.2308,13.4902,8.4938,1.5577,1.9608,1.5882,0.2593,0.4118,0.9808,0.3529,0.2549,0.1605,1.6471,1.037
SS1839_9.txt,9,17.4872,16.2381,9.6056,1.8205,2.1905,1.6905,0.3239,0.5476,1.0769,0.5,0.3571,0.2113,2.1429,1.2676
SS1840_12.txt,12,22.5862,19.2647,10.5645,2.1379,2.5294,1.8235,0.3226,0.5882,1.1724,0.3824,0.4412,0.2419,2.4412,1.3387
SS1841_3.txt,3,8.8298,9.0217,6.0145,1.4681,1.7826,1.5,0.3623,0.5435,0.9787,0.4565,0.1087,0.0725,1.0217,0.6812
SS1842_5.txt,5,11.6885,11.5,7.6667,1.5246,1.8387,1.5,0.3011,0.4516,1.0164,0.4032,0.1935,0.129,1.4516,0.9677
SS1843_7.txt,7,14.5,13.8308,8.5619,1.6935,2.0769,1.6154,0.3429,0.5538,1.0484,0.4615,0.2769,0.1714,1.7385,1.0762
SS1844_9.txt,9,18.1071,16.9,9.6571,1.875,2.3833,1.75,0.4095,0.7167,1.0714,0.55,0.3833,0.219,2.0333,1.1619
SS1845_12.txt,12,21.1373,19.6,10.3654,2.0392,2.5818,1.8909,0.4038,0.7636,1.0784,0.6,0.4909,0.2596,2.4545,1.2981
SS1846_3.txt,3,8.2273,8.619,6.3509,1.2955,1.5,1.3571,0.2807,0.381,0.9545,0.3571,0.1429,0.1053,1.0952,0.807
SS1847_5.txt,5,12.2326,12.2326,7.8507,1.5581,1.7674,1.5581,0.3582,0.5581,1,0.4651,0.4651,0.2985,1.8605,1.194
SS1848_7.txt,7,14.7879,14.7879,8.8727,1.6667,1.8788,1.6667,0.4182,0.697,1,0.5455,0.6061,0.3636,2.6061,1.5636
SS1849_9.txt,9,18.2308,17.5556,9.2941,1.9615,2.1481,1.8889,0.4314,0.8148,1.0385,0.5556,0.7407,0.3922,3.037,1.6078
SS1850_12.txt,12,26.7647,21.6667,10.1111,2.6471,2.5238,2.1429,0.4444,0.9524,1.2353,0.5714,0.9048,0.4222,3.7143,1.7333
SS1851_3.txt,3,9.093,9.3095,6.9821,1.3023,1.6429,1.3333,0.2321,0.3095,0.9767,0.2857,0.1429,0.1071,1.119,0.8393
SS1852_5.txt,5,12.766,12.766,8.4507,1.5106,1.9362,1.5106,0.2817,0.4255,1,0.3404,0.2979,0.1972,1.4894,0.9859
SS1853_7.txt,7,15.5185,15.5185,8.8211,1.7593,2.2037,1.7593,0.3474,0.6111,1,0.4444,0.463,0.2632,2.0185,1.1474
SS1854_9.txt,9,18,17.234,8.9011,2.0222,2.4255,1.9362,0.3846,0.7447,1.0444,0.4894,0.5532,0.2857,2.1489,1.1099
SS1855_12.txt,12,28,23.7576,9.4458,2.9643,3.2424,2.5152,0.4819,1.2121,1.1786,0.697,0.7879,0.3133,3.2424,1.2892
SS1856_3.txt,3,8.9474,8.7931,6.9863,1.2807,1.5345,1.2586,0.1918,0.2414,1.0175,0.2414,0.069,0.0548,0.6207,0.4932
SS1857_5.txt,5,11.375,11.2,8.878,1.2812,1.6,1.2615,0.1951,0.2462,1.0156,0.2154,0.1846,0.1463,1.3538,1.0732
SS1858_7.txt,7,15.127,14.4394,10.0316,1.5079,1.8636,1.4394,0.2842,0.4091,1.0476,0.3333,0.3333,0.2316,1.8485,1.2842
SS1859_9.txt,9,18.5862,17.9667,10.3654,1.7931,2.3167,1.7333,0.3846,0.6667,1.0345,0.4667,0.4667,0.2692,2.45,1.4135
SS1860_12.txt,12,24.9265,22.9054,10.3988,2.3971,2.9595,2.2027,0.4233,0.9324,1.0882,0.5946,0.5946,0.2699,3.0946,1.4049
SS1861_3.txt,3,9,8.8125,6.5077,1.383,1.6458,1.3542,0.1692,0.2292,1.0213,0.2083,0.1458,0.1077,0.6458,0.4769
SS1862_5.txt,5,12.0526,11.8448,8.378,1.4386,1.8103,1.4138,0.2683,0.3793,1.0175,0.3103,0.3103,0.2195,1.1552,0.8171
SS1863_7.txt,7,16.18,15.5577,9.407,1.72,2.25,1.6538,0.314,0.5192,1.04,0.4038,0.4615,0.2791,1.6731,1.0116
SS1864_9.txt,9,19.186,17.5532,10.3125,1.8605,2.4255,1.7021,0.3875,0.6596,1.093,0.4681,0.5319,0.3125,1.8511,1.0875
SS1865_12.txt,12,22.8065,20.7941,9.9577,2.2903,2.9706,2.0882,0.4789,1,1.0968,0.5882,0.6471,0.3099,2.3529,1.1268
SS1866_3.txt,3,9.0408,9.2292,6.6119,1.3673,1.6667,1.3958,0.2836,0.3958,0.9796,0.3333,0.1458,0.1045,0.7708,0.5522
SS1867_5.txt,5,12.4138,12.8571,7.8261,1.5862,2.2321,1.6429,0.3696,0.6071,0.9655,0.4464,0.2143,0.1304,1.3393,0.8152
SS1868_7.txt,7,15.5789,14.5574,8.2222,1.8947,2.4426,1.7705,0.3981,0.7049,1.0702,0.5246,0.2623,0.1481,1.5082,0.8519
SS1869_9.txt,9,18.2679,18.2679,8.819,2.0714,2.9464,2.0714,0.4655,0.9643,1,0.6071,0.4464,0.2155,2.1071,1.0172
SS1870_12.txt,12,21.9767,21,10.0532,2.186,3.0667,2.0889,0.4255,0.8889,1.0465,0.4889,0.4667,0.2234,2.2889,1.0957
SS1871_3.txt,3,9.6889,10.1395,7.9273,1.2222,1.6977,1.2791,0.1636,0.2093,0.9556,0.2093,0.1163,0.0909,1.0698,0.8364
SS1872_5.txt,5,11.8833,12.0847,8.3882,1.4167,1.8814,1.4407,0.2118,0.3051,0.9833,0.2712,0.2203,0.1529,1.2881,0.8941
SS1873_7.txt,7,15.4167,15.4167,9.7368,1.5833,2.0833,1.5833,0.2842,0.45,1,0.3667,0.25,0.1579,1.8167,1.1474
SS1874_9.txt,9,17.8462,18.1961,10.9176,1.6346,2.2353,1.6667,0.2941,0.4902,0.9808,0.3529,0.3529,0.2118,2.2157,1.3294
SS1875_12.txt,12,24.6111,24.6111,12.8406,1.9167,2.6944,1.9167,0.3623,0.6944,1,0.4722,0.6111,0.3188,3.25,1.6957
SS1876_3.txt,3,8.4898,8.4898,6.4,1.3265,1.7755,1.3265,0.2308,0.3061,1,0.2449,0.0612,0.0462,0.8776,0.6615
SS1877_5.txt,5,11.8393,11.8393,7.8929,1.5,1.9643,1.5,0.2738,0.4107,1,0.3214,0.0893,0.0595,1.5714,1.0476
SS1878_7.txt,7,16.2143,16.2143,9.3288,1.7381,2.3333,1.7381,0.3562,0.619,1,0.4762,0.2143,0.1233,2.1905,1.2603
SS1879_9.txt,9,18.8286,18.8286,9.8358,1.9143,2.5714,1.9143,0.3731,0.7143,1,0.5143,0.2571,0.1343,2.6,1.3582
SS1880_12.txt,12,23.5926,22.75,10.2742,2.2963,3.1071,2.2143,0.4194,0.9286,1.037,0.6071,0.4286,0.1935,3.2857,1.4839
SS1881_3.txt,3,8.2195,8.2195,6.74,1.2195,1.5854,1.2195,0.2,0.2439,1,0.2195,0.1463,0.12,0.8537,0.7
SS1882_5.txt,5,12.1786,12.6296,7.8391,1.5536,2.1481,1.6111,0.3563,0.5741,0.9643,0.463,0.2407,0.1494,1.5,0.931
SS1883_7.txt,7,15.0169,14.7667,8.6019,1.7458,2.25,1.7167,0.3883,0.6667,1.0169,0.5167,0.3,0.1748,1.95,1.1359
SS1884_9.txt,9,17.7321,16.55,9.5481,1.8571,2.35,1.7333,0.3846,0.6667,1.0714,0.45,0.3667,0.2115,2.2333,1.2885
SS1885_12.txt,12,27.5556,22.0444,10.2268,2.6944,3.0444,2.1556,0.4639,1,1.25,0.5778,0.3778,0.1753,3.1111,1.4433
SS1886_3.txt,3,8.9038,9.0784,6.0921,1.4615,1.9216,1.4902,0.3026,0.451,0.9808,0.3529,0.0784,0.0526,1.1373,0.7632
SS1887_5.txt,5,11.8833,11.8833,7.2755,1.6333,2.0667,1.6333,0.3061,0.5,1,0.4167,0.1333,0.0816,1.6,0.9796
SS1888_7.txt,7,15.0508,14.5574,8.4571,1.7797,2.1803,1.7213,0.3238,0.5574,1.0339,0.4754,0.1803,0.1048,2.0656,1.2
SS1889_9.txt,9,18.4259,17.1552,9.213,2,2.4483,1.8621,0.3611,0.6724,1.0741,0.5172,0.2414,0.1296,2.4655,1.3241
SS1890_12.txt,12,23,21.1961,10.2952,2.234,2.8627,2.0588,0.419,0.8627,1.0851,0.6078,0.3529,0.1714,3.098,1.5048
SS1891_3.txt,3,8.4727,8.4727,6.1316,1.3818,1.4909,1.3818,0.1842,0.2545,1,0.2364,0.1091,0.0789,0.8,0.5789
SS1892_5.txt,5,12.0159,12.2097,8.2283,1.4603,1.6613,1.4839,0.2391,0.3548,0.9841,0.3226,0.1613,0.1087,1.5645,1.0543
SS1893_7.txt,7,15.4074,15.1273,10.0241,1.537,1.7818,1.5091,0.241,0.3636,1.0185,0.3455,0.2182,0.1446,1.8909,1.253
SS1894_9.txt,9,18.7179,18.25,10.2817,1.8205,2.075,1.775,0.3099,0.55,1.0256,0.525,0.3,0.169,2.375,1.338
SS1895_12.txt,12,22.8,22.0645,11.0323,2.0667,2.3548,2,0.371,0.7419,1.0333,0.6129,0.4516,0.2258,2.8387,1.4194
SS1896_3.txt,3,8.7869,9.0847,6.8718,1.2787,1.6102,1.322,0.2564,0.339,0.9672,0.322,0.2034,0.1538,1,0.7564
SS1897_5.txt,5,11.2742,11.0952,8.4217,1.3387,1.5238,1.3175,0.2289,0.3016,1.0161,0.254,0.381,0.2892,1.5079,1.1446
SS1898_7.txt,7,13.7973,13.9863,9.8173,1.4054,1.7945,1.4247,0.2981,0.4247,0.9865,0.3425,0.4795,0.3365,1.6986,1.1923
SS1899_9.txt,9,16.5152,15.3521,9.9091,1.6667,2.0141,1.5493,0.3182,0.493,1.0758,0.3944,0.4789,0.3091,1.8873,1.2182
SS1900_12.txt,12,21.3333,19.2,10.4727,2.037,2.3833,1.8333,0.3727,0.6833,1.1111,0.5833,0.5333,0.2909,2.3833,1.3
SS1901_3.txt,3,8.3273,8.3273,5.7975,1.4364,1.5455,1.4364,0.2025,0.2909,1,0.2727,0.0909,0.0633,0.7818,0.5443
SS1902_5.txt,5,12.35,11.7619,7.6392,1.6167,1.873,1.5397,0.2577,0.3968,1.05,0.3651,0.2857,0.1856,1.1905,0.7732
SS1903_7.txt,7,14.8333,13.9062,9.2708,1.6,1.9219,1.5,0.25,0.375,1.0667,0.3438,0.3125,0.2083,1.5625,1.0417
SS1904_9.txt,9,18.2826,16.1731,9.2418,1.9783,2.2115,1.75,0.3187,0.5577,1.1304,0.4808,0.3654,0.2088,1.75,1
SS1905_12.txt,12,21.7059,18.9231,9.3418,2.3235,2.5897,2.0256,0.3924,0.7949,1.1471,0.641,0.4103,0.2025,2.0513,1.0127
SS1906_3.txt,3,8.7805,9,7.8261,1.122,1.5,1.15,0.1522,0.175,0.9756,0.175,0.15,0.1304,0.825,0.7174
SS1907_5.txt,5,11.5,10.6786,8.3056,1.3846,1.7857,1.2857,0.2083,0.2679,1.0769,0.2679,0.1607,0.125,1.1429,0.8889
SS1908_7.txt,7,13.697,13.9077,8.8627,1.5455,2.0615,1.5692,0.2745,0.4308,0.9848,0.4154,0.3077,0.1961,1.5692,1
SS1909_9.txt,9,16.8103,15.7258,8.945,1.8793,2.3387,1.7581,0.3486,0.6129,1.069,0.4516,0.4194,0.2385,1.8065,1.0275
SS1910_12.txt,12,20.8793,19.2222,10.4397,2,2.5238,1.8413,0.3534,0.6508,1.0862,0.5079,0.4603,0.25,2.3333,1.2672
SS1911_3.txt,3,8.5902,8.7333,7.2778,1.1803,1.6667,1.2,0.1806,0.2167,0.9836,0.2,0.0833,0.0694,0.9667,0.8056
SS1912_5.txt,5,12.0333,12.2373,9.025,1.3333,1.8814,1.3559,0.25,0.339,0.9833,0.2542,0.1864,0.1375,1.5085,1.1125
SS1913_7.txt,7,14.1385,13.7164,9.8817,1.4308,1.9552,1.3881,0.2796,0.3881,1.0308,0.3284,0.209,0.1505,1.7761,1.2796
SS1914_9.txt,9,17.1587,16.8906,10.703,1.6032,2.2812,1.5781,0.3465,0.5469,1.0159,0.4062,0.25,0.1584,2.25,1.4257
SS1915_12.txt,12,23.4167,21.6154,11.063,2.1167,2.7385,1.9538,0.4173,0.8154,1.0833,0.5077,0.4462,0.2283,2.8462,1.4567
SS1916_3.txt,3,8.0702,8.6792,8.2143,0.9825,1.1509,1.0566,0.0357,0.0377,0.9298,0.0377,0.1321,0.125,0.8679,0.8214
SS1917_5.txt,5,10.8939,11.4127,8.9875,1.2121,1.4444,1.2698,0.15,0.1905,0.9545,0.1905,0.254,0.2,1.3175,1.0375
SS1918_7.txt,7,14,14.6774,10.1111,1.3846,1.6774,1.4516,0.2444,0.3548,0.9538,0.3065,0.3871,0.2667,1.8226,1.2556
SS1919_9.txt,9,17.2712,17.569,11.7126,1.4746,1.8276,1.5,0.2874,0.431,0.9831,0.3448,0.5172,0.3448,2.1379,1.4253
SS1920_12.txt,12,18.8396,17.8304,10.8533,1.7358,2.1964,1.6429,0.3261,0.5357,1.0566,0.4107,0.4464,0.2717,1.9821,1.2065
SS1921_3.txt,3,9.1333,9.1333,8.22,1.1111,1.3778,1.1111,0.14,0.1556,1,0.1556,0.0889,0.08,0.7778,0.7
SS1922_5.txt,5,11.7213,12.1186,9.5333,1.2295,1.6102,1.2712,0.1733,0.2203,0.9672,0.1864,0.1695,0.1333,1.2881,1.0133
SS1923_7.txt,7,14.9831,14.7333,10.5238,1.4237,1.8667,1.4,0.2381,0.3333,1.0169,0.2833,0.2833,0.2024,1.5,1.0714
SS1924_9.txt,9,17.6491,17.6491,11.3034,1.5614,2.1754,1.5614,0.2921,0.4561,1,0.3509,0.386,0.2472,1.9123,1.2247
SS1925_12.txt,12,23.4545,22.4348,12.1412,1.9318,2.6304,1.8478,0.3529,0.6522,1.0455,0.5,0.4565,0.2471,2.4348,1.3176
SS1926_3.txt,3,9.4894,9.9111,7.3115,1.2979,1.9333,1.3556,0.2295,0.3111,0.9574,0.2889,0.0444,0.0328,0.8667,0.6393
SS1927_5.txt,5,12.0877,11.678,7.4086,1.6316,2.0847,1.5763,0.2796,0.4407,1.0351,0.322,0.0847,0.0538,1.1864,0.7527
SS1928_7.txt,7,15.6042,14.98,8.2308,1.8958,2.36,1.82,0.2747,0.5,1.0417,0.34,0.24,0.1319,1.58,0.8681
SS1929_9.txt,9,18.525,17.2326,9.0366,2.05,2.6047,1.907,0.3171,0.6047,1.075,0.3721,0.3256,0.1707,1.9767,1.0366
SS1930_12.txt,12,24.5517,24.5517,9.7534,2.5172,3.4828,2.5172,0.3836,0.9655,1,0.5862,0.4828,0.1918,3,1.1918
SS1931_3.txt,3,8.7872,8.7872,6.3538,1.383,1.7021,1.383,0.2923,0.4043,1,0.2766,0.1277,0.0923,0.8936,0.6462
SS1932_5.txt,5,12.6981,12.9423,7.5618,1.6792,2.25,1.7115,0.4045,0.6923,0.9811,0.5192,0.2115,0.1236,1.6154,0.9438
SS1933_7.txt,7,14.9474,14.9474,9.4667,1.5789,2.1579,1.5789,0.3222,0.5088,1,0.4035,0.3158,0.2,2.0702,1.3111
SS1934_9.txt,9,17.2241,17.5263,10.0909,1.7069,2.3684,1.7368,0.3737,0.6491,0.9828,0.4386,0.386,0.2222,2.4386,1.404
SS1935_12.txt,12,26.7872,24.6863,11.7664,2.2766,2.8824,2.098,0.4206,0.8824,1.0851,0.5294,0.549,0.2617,3.6078,1.7196
SS1936_3.txt,3,8.4314,8.7755,6.3235,1.3333,1.551,1.3878,0.2941,0.4082,0.9608,0.3469,0.2041,0.1471,0.8776,0.6324
SS1937_5.txt,5,12.1273,12.5849,8.443,1.4364,1.8113,1.4906,0.2911,0.434,0.9636,0.3396,0.283,0.1899,1.3019,0.8734
SS1938_7.txt,7,15.0556,14.7818,9.4535,1.5926,1.9091,1.5636,0.314,0.4909,1.0185,0.4,0.3818,0.2442,1.6545,1.0581
SS1939_9.txt,9,16.7959,16.7959,10.6883,1.5714,1.9388,1.5714,0.3117,0.4898,1,0.3673,0.449,0.2857,2.102,1.3377
SS1940_12.txt,12,24.0882,20.475,12.2239,1.9706,2.2,1.675,0.3134,0.525,1.1765,0.45,0.525,0.3134,2.75,1.6418
SS1941_3.txt,3,9.1458,8.9592,5.8533,1.5625,1.7143,1.5306,0.3333,0.5102,1.0208,0.4286,0.0408,0.0267,0.9184,0.6
SS1942_5.txt,5,12.8431,12.8431,7.5287,1.7059,2.0588,1.7059,0.3563,0.6078,1,0.451,0.0588,0.0345,1.4706,0.8621
SS1943_7.txt,7,15.7872,15.4583,8.1538,1.9362,2.2917,1.8958,0.4176,0.7917,1.0213,0.5,0.1042,0.0549,1.8542,0.978
SS1944_9.txt,9,18.8889,17.8947,9.4444,2,2.4474,1.8947,0.375,0.7105,1.0556,0.4211,0.1316,0.0694,2.2895,1.2083
SS1945_12.txt,12,24.2692,21.7586,10.1774,2.3846,2.8621,2.1379,0.4355,0.931,1.1154,0.4828,0.1724,0.0806,3.0345,1.4194
SS1946_3.txt,3,8.978,8.978,6.3828,1.4066,1.6264,1.4066,0.2734,0.3846,1,0.3407,0.1429,0.1016,0.8242,0.5859
SS1947_5.txt,5,11.4659,11.2111,8.2033,1.3977,1.7667,1.3667,0.252,0.3444,1.0227,0.3111,0.2556,0.187,1.2556,0.9187
SS1948_7.txt,7,14.3239,13.7432,9.5943,1.493,1.8919,1.4324,0.283,0.4054,1.0423,0.3514,0.4189,0.2925,1.6216,1.1321
SS1949_9.txt,9,18.3158,16.3125,10.44,1.7544,2.1406,1.5625,0.32,0.5,1.1228,0.4531,0.5,0.32,2.0781,1.33
